Designation (and name)	Prov. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2002 AC9	0.748	2.659	0.02906	21	20131104	141.6	28.4	2.6	2.3	0.561	1.704	2	MPO181631	2002 AC9	2002 01 09  704  LINEAR
	2002 AU5	0.494	3.543	0.13698	17.8	20131104	65.2	21.3	355	9.3	0.755	2.019	5	MPO133339	2002 AU5	2002 01 09  704  LINEAR
	2002 AC5	0.891	2.625	0.04833	19.9	20131104	40.7	331.6	82.5	16.6	0.493	1.758	3	MPO152331	2002 AC5	2002 01 08  704  LINEAR
	2002 AS4	0.252	2.272	0.03824	22	20020106	33.4	42.5	285.6	26.9	0.8	1.262	(  5d)	MPO 24031	2002 AS4	2002 01 08  704  LINEAR
	2002 AZ1	0.709	3.519	0.01678	22	20131104	279.3	97	113.7	8.1	0.665	2.114	( 35d)	MPO 26113	2002 AZ1	2002 01 07  691  Spacewatch
	2002 AV	0.835	4.094	0.01869	20.9	20131104	30.9	285.6	124	2.8	0.661	2.465	2	MPO264922	2002 AV	2002 01 05  704  LINEAR
	2001 YB5	0.316	4.378	0.00361	20.9	20131104	87.2	115.4	108.3	5.6	0.865	2.347	( 11d)	MPO 26095	2001 YB5	2001 12 27  644  NEAT
	2001 YK4	0.583	4.71	0.07125	18.4	20131104	285.2	207.9	158	4.6	0.78	2.646	3	MPO119074	2001 YK4	2001 12 23  699  LONEOS
	2001 YV3	0.545	3.346	0.03374	20.2	20131104	154.8	243.9	107.6	5.2	0.72	1.946	2	MPO 65243	2001 YV3	2001 12 22  608  NEAT
	2001 YP3	0.946	4.046	0.01991	22	20131104	351.6	36.3	102	7.9	0.621	2.496	2	MPO 94413	2001 YP3	2001 12 19  704  LINEAR
	2001 YO2	0.404	2.184	0.1547	21	20131104	335.1	311.5	266.2	48	0.688	1.294	( 24d)	MPO 24004	2001 YO2	2001 12 18  704  LINEAR
	2001 YN2	0.708	4.314	0.00047	25.4	20131104	5.6	289.9	82.5	1.6	0.718	2.511	( 21d)	MPO 24004	2001 YN2	2001 12 18  704  LINEAR
	2001 YE1	0.954	2.871	0.05915	20.8	20131104	151.3	97.6	65.9	4.5	0.501	1.913	( 58d)	MPO 26094	2001 YE1	2001 12 17  704  LINEAR
	2001 YD1	0.797	2.181	0.01617	24.4	20131104	223.1	285.3	85.8	7	0.465	1.489	(  7d)	MPO265613	2001 YD1	2001 12 17  704  LINEAR
	2001 YC1	0.868	1.524	0.0317	24.1	20011217	315.2	252.7	263.9	20.3	0.274	1.196	(  2d)	MPO 24004	2001 YC1	2001 12 17  704  LINEAR
	2001 XX103	0.683	3.401	0.01547	23.6	20131104	7.7	85	79.7	6.2	0.665	2.042	(  5d)	MPO 23969	2001 XX103	2001 12 15  704  LINEAR
	2001 XO88	0.988	4.005	0.0526	22	20131104	14.8	317.4	85.3	7.2	0.604	2.497	( 26d)	MPO265612	2001 XO88	2001 12 14  704  LINEAR
	2001 XP31	0.704	1.593	0.01145	21.8	20131104	308.1	81.7	241.3	6.2	0.387	1.148	(  9d)	MPO265612	2001 XP31	2001 12 11  704  LINEAR
	2001 XU30	0.729	3.654	0.00155	19.6	20131104	214.4	106.5	72.5	8.9	0.667	2.192	3	MPO236229	2001 XU30	2001 12 13  704  LINEAR
	2001 XH16	0.786	3.424	0.00549	24.8	20131104	338.8	291.2	79.2	2.6	0.627	2.105	( 11d)	MPO 23946	2001 XH16	2001 12 09  568  D. C. Jewitt
	2001 XW10	0.49	3.718	0.07848	19.4	20131104	343.3	353.6	340.5	4.7	0.767	2.104	2	MPO 72426	2001 XW10	2001 12 11  704  LINEAR
	2001 XX4	0.446	1.567	0.0113	22.1	20131104	342	186.8	127	0.8	0.557	1.007	2	MPO 74111	2001 XX4	2001 12 11  704  LINEAR
	2001 XU4	0.853	1.186	0.05201	23.8	20131104	291.8	69.8	259.4	12.7	0.164	1.019	(  5d)	MPO265612	2001 XU4	2001 12 09  704  LINEAR
	2001 XG1	0.802	3.208	0.0195	23.3	20131104	52.6	81.8	56.2	3	0.6	2.005	( 22d)	MPO 30560	2001 XG1	2001 12 08  704  LINEAR
	2001 XP	0.608	1.654	0.15707	21.1	20131104	253.6	126.1	68.9	31.1	0.463	1.131	( 11d)	MPO 57848	2001 XP	2001 12 06  704  LINEAR
	2001 WH49	0.997	1.938	0.03227	26	20131104	280.8	142.2	238.3	4.8	0.321	1.467	(  1d)	MPO265612	2001 WH49	2001 11 24  291  Spacewatch
	2001 WO15	0.913	2.701	0.00999	22.6	20131104	343.1	315.6	66	7.7	0.495	1.807	( 46d)	MPO 74110	2001 WO15	2001 11 24  704  LINEAR
	2001 WN15	0.377	4.17	0.21565	19.4	20131104	194.2	51.4	244.3	57	0.834	2.274	( 12d)	MPO 23933	2001 WN15	2001 11 24  704  LINEAR
	2001 WM15	0.758	2.941	0.00499	25	20131104	251.1	251.2	243.9	5.2	0.59	1.849	(  4d)	MPO 23932	2001 WM15	2001 11 24  704  LINEAR
	2001 WK15	0.985	1.297	0.07509	21.1	20131104	205.3	99.9	66.4	24.5	0.137	1.141	3	MPO264922	2001 WK15	2001 11 21  704  LINEAR
	2001 WJ15	0.643	2.325	0.00709	23.6	20131104	250.1	87.9	239.3	8.9	0.567	1.484	( 28d)	MPO 74110	2001 WJ15	2001 11 21  704  LINEAR
	2001 WJ4	0.984	1.528	0.00468	27.4	20131104	168.3	18.7	57.2	7.9	0.216	1.256	(  1d)	MPO 21163	2001 WJ4	2001 11 20  291  Spacewatch
	2001 WV1	0.768	2.035	0.00212	22.5	20131104	37.8	288.4	206.6	1.5	0.452	1.402	(  3d)	MPO 21162	2001 WV1	2001 11 18  704  LINEAR
	2001 WH1	0.499	4.442	0.05007	20.4	20131104	15.2	107.7	67.9	15.6	0.798	2.47	( 24d)	MPO 23929	2001 WH1	2001 11 17  704  LINEAR
	2001 VE76	0.846	2.636	0.03305	23.6	20131104	53.7	262.6	217.2	4.2	0.514	1.741	(  6d)	MPO265612	2001 VE76	2001 11 15  704  LINEAR
	2001 VC76	0.979	2.531	0.16665	19.8	20131104	104	258.7	52.3	16.8	0.442	1.755	3	MPO173865	2001 VC76	2001 11 14  291  Spacewatch
	2001 VB76	0.951	1.967	0.04226	20.4	20131104	229.7	248.4	259.5	4.2	0.348	1.459	3	MPO206051	2001 VB76	2001 11 12  704  LINEAR
	2001 VF75	0.924	3.196	0.15156	21.7	20011107	337	74.1	48.2	19.2	0.552	2.06	(  9d)	MPO 21160	2001 VF75	2001 11 11  691  Spacewatch
	2001 VG16	0.998	2.512	0.01604	25.3	20131104	48.6	14.3	48.5	11.6	0.432	1.755	(  4d)	MPO 21148	2001 VG16	2001 11 12  704  LINEAR
	2001 VJ5	0.848	3.022	0.02582	21.2	20131104	145.5	67.5	44.8	6.1	0.562	1.935	( 26d)	MPO221015	2001 VJ5	2001 11 11  704  LINEAR
	2001 VE2	0.906	1.306	0.0127	25	20131104	53.8	73.9	47.1	4.4	0.181	1.106	(  7d)	MPO 23896	2001 VE2	2001 11 09  704  LINEAR
	2001 VC2	0.903	1.178	0.02115	21.2	20131104	347.9	103.9	67.1	12.5	0.132	1.041	2	MPO 49937	2001 VC2	2001 11 07  704  LINEAR
	2001 VB	0.249	4.437	0.00654	18.4	20131104	118.7	230.6	299.8	8.6	0.894	2.343	(  8d)	MPO 21144	2001 VB	2001 11 04  704  LINEAR
	2001 UF18	0.445	1.837	0.31229	19	20131104	22.7	202.6	46	31.3	0.61	1.141	3	MPO248759	2001 UF18	2001 10 26  608  NEAT
	2001 UN16	0.988	2.605	0.00928	23.4	20131104	11.1	144.1	210.2	1.6	0.45	1.796	( 31d)	MPO 21108	2001 UN16	2001 10 21  704  LINEAR
	2001 UF5	0.69	3.91	0.00589	22.7	20131104	147.8	53.4	56	0.9	0.7	2.3	( 19d)	MPO102047	2001 UF5	2001 10 20  704  LINEAR
	2001 UD5	0.766	3.791	0.00228	22.7	20131104	194.7	291.6	18	2.5	0.664	2.279	( 23d)	MPO243009	2001 UD5	2001 10 19  644  NEAT
	2001 UX4	0.426	3.016	0.10813	19.1	20131104	93.4	333.8	182.5	8.9	0.752	1.721	4	MPO268408	2001 UX4	2001 10 16  704  LINEAR
	2001 UO	0.846	4.255	0.01431	24.1	20131104	354.3	303.2	21.8	10.3	0.668	2.551	(  2d)	MPO 70305	2001 UO	2001 10 16  291  Spacewatch
	2001 TO48	0.858	2.885	0.05085	19.5	20131104	282.1	151.8	140.5	6.8	0.542	1.871	( 31d)	MPO 21062	2001 TO48	2001 10 15  704  LINEAR
	2001 TE45	0.971	2.641	0.096	22.9	20131104	6.7	120.4	208.7	14.6	0.463	1.806	(  6d)	MPO 74103	2001 TE45	2001 10 15  608  NEAT
	2001 TC45	0.794	3.644	0.02098	19.2	20131104	214	66	36.1	15.6	0.642	2.219	3	MPO206048	2001 TC45	2001 10 15  704  LINEAR
	2001 TA2	0.623	2.916	0.03694	22	20131104	70.9	227.2	50.5	3.3	0.648	1.77	2	MPO260735	2001 TA2	2001 10 11  704  LINEAR
	2001 TY1	0.98	3.836	0.0028	25	20131104	86.9	342.9	9.6	5.8	0.593	2.408	( 40d)	MPO 74102	2001 TY1	2001 10 09  704  LINEAR
	2001 TB	0.815	2.612	0.00325	24.4	20131104	115.1	245.1	192.2	4	0.525	1.714	(  3d)	MPO 57845	2001 TB	2001 10 06  704  LINEAR
	2001 SG286	0.886	1.83	0.00634	20.9	20131104	266.1	56.2	241.2	7.8	0.347	1.358	4	MPO224585	2001 SG286	2001 09 27  704  LINEAR
	2001 SD286	0.905	3.289	0.01029	25.3	20131104	7.5	130.9	182.1	6.3	0.568	2.097	(  3d)	MPO265610	2001 SD286	2001 09 26  704  LINEAR
	2001 SH276	0.842	1.214	0.09406	19.6	20131104	328.6	54.3	195	20.4	0.181	1.028	2	MPO230181	2001 SH276	2001 09 26  704  LINEAR
	2001 SE270	0.631	1.798	0.01506	25.1	20131104	333	107.6	357	5.4	0.481	1.214	(  2d)	MPO 18510	2001 SE270	2001 09 25  704  LINEAR
	2001 SZ269	0.796	3.935	0.03396	19.6	20131104	137.5	190.7	99.1	2.5	0.664	2.366	3	MPO228303	2001 SZ269	2001 09 25  704  LINEAR
	2001 SY269	0.676	2.683	0.0203	21.5	20131104	176	223.6	232.3	1.9	0.597	1.679	2	MPO 61082	2001 SY269	2001 09 25  704  LINEAR
	2001 SP263	0.918	3.134	0.0032	25.7	20131104	59.3	227.2	178.4	1.5	0.547	2.026	(  5d)	MPO 87470	2001 SP263	2001 09 21  704  LINEAR
	2001 SB170	0.73	1.998	0.00276	22.6	20131104	266.5	261.5	356.6	34.6	0.465	1.364	( 23d)	MPO 57844	2001 SB170	2001 09 20  704  LINEAR
	2001 SY169	0.725	1.731	0.00595	22.7	20131104	24.2	82.1	171.6	5.1	0.409	1.228	( 22d)	MPO 57844	2001 SY169	2001 09 19  704  LINEAR
	2001 SQ3	0.828	1.393	0.02769	21.6	20131104	197.8	268.1	356.2	23.9	0.255	1.11	3	MPO285653	2001 SQ3	2001 09 17  704  LINEAR
	2001 RW17	0.797	3.902	0.05863	19.7	20131104	160.2	94.1	161.1	8.7	0.661	2.35	( 36d)	MPO 20944	2001 RW17	2001 09 11  699  LONEOS
	2001 RB12	0.651	1.453	0.06669	20.7	20131104	15.8	141.6	333.3	6.6	0.381	1.052	2	MPO 66200	2001 RB12	2001 09 10  704  LINEAR
	2001 QM163	0.622	4.03	0.1514	19.8	20131104	176.3	166	88	9.2	0.732	2.326	2	MPO145869	2001 QM163	2001 08 26  644  NEAT
	2001 QL163	0.981	2.536	0.05688	22.6	20131104	63.8	54.7	324.2	8.1	0.442	1.758	( 13d)	MPO265608	2001 QL163	2001 08 25  704  LINEAR
	2001 QK153	0.755	4.121	0.11735	20.6	20131104	87.1	2.6	260.7	7.6	0.69	2.438	( 45d)	MPO 62342	2001 QK153	2001 08 27  704  LINEAR
	2001 QO142	0.541	3.715	0.08748	19.3	20131104	301.4	200.1	262.2	5.5	0.746	2.128	3	MPO139150	2001 QO142	2001 08 25  704  LINEAR
	2001 QN142	0.976	5.245	0.11045	21.7	20131104	91.4	110.4	164.2	10.2	0.686	3.11	2	MPO232505	2001 QN142	2001 08 25  704  LINEAR
	2001 QM142	0.706	1.764	0.03499	22.6	20131104	253.4	292.6	151.3	5.9	0.428	1.235	2	MPO241841	2001 QM142	2001 08 25  691  Spacewatch
	2001 QJ142	0.971	1.154	0.00876	23.7	20131104	125.6	63.9	184.4	3.1	0.086	1.062	2	MPO245813	2001 QJ142	2001 08 23  704  LINEAR
	2001 QJ96	0.32	2.894	0.00196	22	20010819	330.7	121.4	339.1	5.9	0.801	1.607	(  7d)	MPO 77551	2001 QJ96	2001 08 23  699  LONEOS
	2001 QF96	0.985	2.102	0.03179	24.5	20131104	104.9	224.3	158.8	6.6	0.362	1.543	( 26d)	MPO 57837	2001 QF96	2001 08 22  691  Spacewatch
	2001 QC96	0.829	1.843	0.07174	20.7	20131104	272.4	277.4	143	20.6	0.38	1.336	3	MPO121305	2001 QC96	2001 08 19  704  LINEAR
	2001 QE71	0.907	1.249	0.00628	24.4	20131104	31.7	96.2	148.4	3	0.159	1.078	( 25d)	MPO 18380	2001 QE71	2001 08 19  704  LINEAR
	2001 QE34	0.573	3.739	0.06791	18.4	20131104	330.7	314.3	279.5	5.6	0.734	2.156	( 36d)	MPO 18371	2001 QE34	2001 08 18  704  LINEAR
	2001 QC34	0.916	1.339	0.02947	20.1	20131104	283.6	215.2	271.8	6.2	0.187	1.128	3	MPO285653	2001 QC34	2001 08 17  644  NEAT
	2001 PJ29	0.881	2.015	0.02368	23	20131104	330.6	69.5	328.5	6.6	0.392	1.448	( 15d)	MPO 70298	2001 PJ29	2001 08 15  608  NEAT
	2001 PG14	0.979	1.969	0.07634	22.5	20131104	324.6	115.4	154.7	10.7	0.336	1.474	( 30d)	MPO 18354	2001 PG14	2001 08 14  644  NEAT
	2001 PT9	0.8	2.137	0.02822	20.8	20131104	356.1	261.5	330.1	7.2	0.455	1.468	2	MPO173856	2001 PT9	2001 08 11  608  NEAT
	2001 OC36	0.731	2.119	0.00469	22.9	20131104	48.2	289	106.3	2.3	0.487	1.425	(  7d)	MPO 16114	2001 OC36	2001 07 25  608  NEAT
	2001 ND13	0.851	2.164	0.10094	21.5	20131104	199.9	195.2	172	8.4	0.436	1.508	( 19d)	MPO 57831	2001 ND13	2001 07 13  644  NEAT
	2001 MS3	0.99	3.276	0.02121	24	20131104	359.2	320.1	272.5	4.4	0.536	2.133	( 13d)	MPO 74093	2001 MS3	2001 06 21  644  NEAT
	2001 LD	0.886	1.895	0.03345	20.1	20131104	235.3	113.3	79.3	29.5	0.363	1.39	( 12d)	MPO 15103	2001 LD	2001 06 02  704  LINEAR
	2001 KF54	0.817	3.86	0.02069	20.3	20131104	141.3	170.9	172.5	1.6	0.651	2.338	2	MPO 22777	2001 KF54	2001 05 26  691  Spacewatch
	2001 KM20	0.936	1.432	0.01578	23.6	20131104	194	251.6	56.2	3.7	0.209	1.184	( 13d)	MPO 14443	2001 KM20	2001 05 21  704  LINEAR
	2001 JV1	0.963	2.447	0.02298	21.4	20131104	194.3	201	92.3	6.6	0.435	1.705	2	MPO264920	2001 JV1	2001 05 14  644  NEAT
	2001 HL31	0.535	4.058	0.05333	20.3	20131104	195.2	289.1	36.3	12.7	0.767	2.296	(  9d)	MPO 13855	2001 HL31	2001 04 29  704  LINEAR
	2001 HJ31	0.856	3.329	0.00489	23.8	20131104	68.8	132.7	21	2.7	0.591	2.093	(  4d)	MPO265607	2001 HJ31	2001 04 26  699  LONEOS
	2001 HZ7	0.737	2.2	0.0469	19.8	20131104	58.9	312.7	156.4	5.4	0.498	1.469	3	MPO177962	2001 HZ7	2001 04 21  704  LINEAR
	2001 HA4	0.547	4.815	0.01683	17.7	20131104	318.5	95	354.7	17.2	0.796	2.681	3	MPO254717	2001 HA4	2001 04 16  704  LINEAR
	2001 HB	0.402	2.226	0.01323	20.4	20131104	162.7	237.8	196	9.3	0.694	1.314	4	MPO119536	2001 HB	2001 04 16  699  LONEOS
	2001 GT2	0.887	3.92	0.0423	19.8	20131104	150.9	358.5	146.3	3.7	0.631	2.403	3	MPO232505	2001 GT2	2001 04 15  699  LONEOS
	2001 GR2	0.703	3.021	0.01231	21.6	20131104	316.1	99.2	190.4	11.8	0.622	1.862	2	MPO211634	2001 GR2	2001 04 14  704  LINEAR
	2001 GP2	0.961	1.115	0.00162	26.9	20131104	220.6	111.3	196.8	1.3	0.074	1.038	( 27d)	MPO 13848	2001 GP2	2001 04 13  691  Spacewatch
	2001 GO2	0.838	1.176	0.00472	24.3	20131104	245.1	265.5	193.6	4.6	0.168	1.007	(  5d)	MPO 30455	2001 GO2	2001 04 13  704  LINEAR
	2001 GM2	0.864	2.491	0.11014	19.9	20131104	302.7	100.4	37.5	21.2	0.485	1.678	2	MPO269416	2001 GM2	2001 04 12  704  LINEAR
	2001 GL2	0.933	4.38	0.03593	20.6	20131104	315.1	42.8	192	34.8	0.649	2.656	( 13d)	MPO 13848	2001 GL2	2001 04 03  699  LONEOS
	2001 FR128	0.741	1.746	0.14105	19.6	20131104	329.7	123.4	183.9	45.3	0.404	1.243	( 33d)	MPO130120	2001 FR128	2001 03 31  699  LONEOS
	2001 FF90	0.963	4.215	0.17103	16.8	20131104	336.4	291.4	354.5	23.3	0.628	2.589	2	MPO230180	2001 FF90	2001 03 26  608  NEAT
	2001 FE90	0.978	2.893	0.01376	20.7	20131104	232.4	145.1	98.6	8.8	0.495	1.935	2	MPO264919	2001 FE90	2001 03 26  699  LONEOS
	2001 FB90	0.542	4.381	0.03167	19.8	20131104	81.3	14.9	265.9	1.9	0.78	2.461	( 11d)	MPO180965	2001 FB90	2001 03 21  608  NEAT
	2001 FC58	0.67	1.371	0.01516	20.4	20131104	162.8	261.2	174.7	6.8	0.343	1.02	6	MPO140092	2001 FC58	2001 03 23  704  LINEAR
	2001 FA58	0.635	3.883	0.04188	21.6	20131104	239.1	114.2	156.1	8.2	0.719	2.259	2	MPO207471	2001 FA58	2001 03 23  699  LONEOS
	2001 FP32	0.906	1.843	0.0531	23.6	20010312	320.2	64.2	182.6	29.7	0.341	1.375	(  4d)	MPO 70296	2001 FP32	2001 03 20  608  NEAT
	2001 EC16	0.856	1.835	0.01115	22.3	20131104	0.1	70.5	175.6	4.7	0.364	1.345	( 56d)	MPO 48015	2001 EC16	2001 03 15  608  NEAT
	2001 EC	0.584	4.567	0.00262	18.6	20131104	29	108.3	323.3	0.6	0.773	2.575	( 56d)	MPO 57806	2001 EC	2001 03 03  704  LINEAR
	2001 DZ76	0.91	3.778	0.00026	25.3	20131104	181.7	38.2	152.1	5.8	0.612	2.344	(  3d)	MPO 11062	2001 DZ76	2001 02 20  704  LINEAR
	2001 DG47	0.972	1.921	0.09671	23	20131104	139.2	299.1	151.8	16.8	0.328	1.447	( 58d)	MPO 13814	2001 DG47	2001 02 19  704  LINEAR
	2001 DF47	0.765	1.665	0.01848	20.2	20131104	230.7	260.2	146.7	18.5	0.371	1.215	5	MPO234347	2001 DF47	2001 02 19  704  LINEAR
	2001 DR8	0.631	3.219	0.07939	18.9	20131104	326	43.3	334.8	6.6	0.672	1.925	2	MPO155922	2001 DR8	2001 02 16  691  Spacewatch
	2001 CA21	0.361	3.865	0.05006	18.6	20010131	343.2	212.8	51.8	5.3	0.829	2.113	(  2d)	MPO 11046	2001 CA21	2001 02 02  704  LINEAR
	2001 BN61	0.98	2.676	0.02209	25	20131104	70.6	334.2	118.9	9.7	0.464	1.828	(  2d)	MPO265607	2001 BN61	2001 01 19  704  LINEAR
	2001 BE16	0.748	1.762	0.06394	19.8	20131104	330	106.2	121.9	39.4	0.404	1.255	2	MPO132866	2001 BE16	2001 01 21  704  LINEAR
	2001 BD16	0.516	2.718	0.0676	19.6	20131104	103.8	246.4	119.7	18.1	0.681	1.617	2	MPO 31389	2001 BD16	2001 01 21  704  LINEAR
	2001 BC16	0.953	2.467	0.03699	23.9	20131104	240.9	44.5	122.2	10.2	0.443	1.71	( 62d)	MPO 12273	2001 BC16	2001 01 20  704  LINEAR
	2001 BX15	0.781	3.195	0.08237	21.5	20131104	182	87.9	107.4	12.5	0.607	1.988	( 33d)	MPO 62314	2001 BX15	2001 01 18  704  LINEAR
	2001 BF10	0.902	2.322	0.0011	22.6	20131104	69.5	133	37.5	1.5	0.441	1.612	2	MPO264919	2001 BF10	2001 01 17  704  LINEAR
	2001 AV43	0.973	1.585	0.00149	24.6	20131104	339.4	42.2	31.6	0.3	0.239	1.279	2	MPO277116	2001 AV43	2001 01 05  704  LINEAR
	2000 YJ29	0.328	3.589	0.326	17.9	20131104	224.1	327.8	266.2	43.7	0.832	1.959	3	MPO217983	2000 YJ29	2000 12 23  704  LINEAR
	2000 YG29	0.977	5.383	0.00631	18.8	20131104	101.3	358.5	92.4	18.9	0.693	3.18	( 72d)	MPO 13800	2000 YG29	2000 12 22  699  LONEOS
	2000 YF29	0.938	2.045	0.01006	20.3	20131104	352.2	27.9	124.9	6.3	0.371	1.491	5	MPO264919	2000 YF29	2000 12 22  608  NEAT
	2000 YA	0.846	3.927	0.00723	23.7	20131104	172.3	59.1	84.8	2.7	0.646	2.386	2	MPO264919	2000 YA	2000 12 16  699  LONEOS
	2000 XJ44	0.628	3.641	0.09921	20.1	20131104	70.6	52.3	286.9	10.6	0.706	2.135	( 21d)	MPO 57789	2000 XJ44	2000 12 05  704  LINEAR
	2000 WQ148	0.827	3.231	0.01395	22.7	20131104	152.4	276.6	223.7	1.9	0.592	2.029	( 12d)	MPO 11005	2000 WQ148	2000 11 30  704  LINEAR
	2000 WM107	0.998	4.085	0.23468	18.8	20131104	89.5	281.1	71.6	19.4	0.607	2.542	3	MPO150896	2000 WM107	2000 11 29  704  LINEAR
	2000 WJ107	0.863	3.033	0.00478	23.8	20131104	289	127.3	237.9	6	0.557	1.948	( 24d)	MPO 57787	2000 WJ107	2000 11 26  704  LINEAR
	2000 WM63	0.868	1.191	0.12274	20.6	20131104	266.6	214.5	74.5	20.1	0.157	1.03	(383d)	MPO 23612	2000 WM63	2000 11 26  704  LINEAR
	2000 WT28	0.991	4.108	0.01651	24.5	20131104	58.7	19.8	47.1	5.7	0.611	2.55	( 65d)	MPO 10999	2000 WT28	2000 11 20  704  LINEAR
	2000 WS28	0.895	3.213	0.01719	23.4	20131104	131	50.5	57.4	7.7	0.564	2.054	(  3d)	MPO265606	2000 WS28	2000 11 20  704  LINEAR
	2000 WL10	0.892	5.394	0.06609	18.1	20131104	119.4	115.1	252.2	10.2	0.716	3.143	3	MPO167553	2000 WL10	2000 11 20  699  LONEOS
	2000 WH10	0.854	4.218	0.04913	22.5	20001112	348	63.3	50.3	13.3	0.663	2.536	(  4d)	MPO  7641	2000 WH10	2000 11 19  704  LINEAR
	2000 WG10	0.925	1.405	0.0361	23.4	20131104	66.2	74.3	49.3	6.3	0.206	1.165	(  5d)	MPO265606	2000 WG10	2000 11 19  704  LINEAR
	2000 VZ44	0.539	3.624	0.05175	21	20001023	339.2	128.4	8.7	5.3	0.741	2.081	(  4d)	MPO  6437	2000 VZ44	2000 11 01  704  LINEAR
	2000 UQ30	0.952	2.541	0.01188	22.1	20131104	208.3	37.7	60.3	4.3	0.455	1.746	( 52d)	MPO  8517	2000 UQ30	2000 10 31  704  LINEAR
	2000 UO30	0.993	2.621	0.03813	24.3	20131104	115.9	30.3	40.2	12.6	0.45	1.807	( 85d)	MPO  9847	2000 UO30	2000 10 30  704  LINEAR
	2000 UG11	0.824	3.033	0.00759	20.4	20131104	290.6	240.5	224.2	8.9	0.573	1.928	2	MPO264919	2000 UG11	2000 10 25  704  LINEAR
	2000 TU28	0.877	1.269	0.0014	20.8	20131104	190.9	280.8	203.1	15.6	0.183	1.073	2	MPO202381	2000 TU28	2000 10 03  704  LINEAR
	2000 TL1	0.936	1.739	0.03534	22.8	20131104	201.7	279.3	27.3	3.6	0.3	1.338	2	MPO230180	2000 TL1	2000 10 01  704  LINEAR
	2000 SB45	0.941	2.178	0.00112	24.5	20131104	242.4	216.5	195.5	3.7	0.397	1.56	(  3d)	MPO  5076	2000 SB45	2000 09 27  704  LINEAR
	2000 SM10	0.76	2.663	0.00879	24.1	20131104	284.5	175.8	261.5	0.6	0.556	1.711	(  7d)	MPO  5065	2000 SM10	2000 09 23  704  LINEAR
	2000 SL10	0.907	1.837	0.01066	21.9	20131104	95.7	78.4	208.8	1.5	0.339	1.372	( 69d)	MPO230179	2000 SL10	2000 09 23  704  LINEAR
	2000 SG8	0.245	4.689	0.17511	17.5	20131104	122	152	338.2	24.1	0.901	2.467	2	MPO 70260	2000 SG8	2000 09 21  699  LONEOS
	2000 SL	0.932	2.148	0.12257	18.2	20131104	347.1	70.2	207.8	38.4	0.395	1.54	3	MPO234346	2000 SL	2000 09 17  704  LINEAR
	2000 RE52	0.868	1.441	0.03007	22.3	20131104	292.2	258.1	344.2	18.5	0.248	1.155	2	MPO173448	2000 RE52	2000 09 05  704  LINEAR
	2000 RN12	0.876	3.702	0.13144	20	20131104	267.5	80.5	337.7	16.9	0.617	2.289	2	MPO135766	2000 RN12	2000 09 02  704  LINEAR
	2000 RM12	0.808	4.057	0.15216	16.5	20131104	146.7	102.1	354.5	57.3	0.668	2.432	3	MPO206043	2000 RM12	2000 09 01  704  LINEAR
	2000 RK12	0.785	4.349	0.05292	21.3	20000824	345.2	250.7	162.2	32.1	0.694	2.567	(  4d)	MPO  4012	2000 RK12	2000 09 01  704  LINEAR
	2000 QX69	0.736	1.285	0.00037	24.2	20131104	74.8	73.7	150.5	4.6	0.272	1.011	(  5d)	MPO265605	2000 QX69	2000 08 28  704  LINEAR
	2000 QV7	0.672	2.145	0.01743	21.4	20131104	360	79.5	154.8	9.1	0.523	1.409	2	MPO 84565	2000 QV7	2000 08 25  704  LINEAR
	2000 QU7	0.8	3.76	0.14013	18.2	20131104	279.4	87.4	339.5	22.3	0.649	2.28	2	MPO 62304	2000 QU7	2000 08 24  704  LINEAR
	2000 QS7	0.908	4.459	0.0031	19.5	20131104	353.1	218.8	153.4	3.2	0.662	2.684	4	MPO173849	2000 QS7	2000 08 24  704  LINEAR
	2000 PN8	0.98	1.524	0.07916	22	20131104	205.3	112.2	142.8	22.4	0.217	1.252	3	MPO285651	2000 PN8	2000 08 05  608  NEAT
	2000 PY5	0.925	3.709	0.04666	21.1	20131104	291.7	94.7	147.4	3.8	0.601	2.317	( 31d)	MPO  3961	2000 PY5	2000 08 02  704  LINEAR
	2000 PG3	0.407	5.241	0.20951	16.1	20131104	254.4	141.1	323.6	22	0.856	2.824	3	MPO 87389	2000 PG3	2000 08 01  704  LINEAR
	2000 PE3	0.796	3.806	0.09545	20.2	20131104	308.1	275.9	315.6	17.5	0.654	2.301	2	MPO282572	2000 PE3	2000 08 01  704  LINEAR
	2000 PD3	0.813	3.183	0.027	18.4	20131104	215.7	109.9	298.9	7.7	0.593	1.998	3	MPO 62304	2000 PD3	2000 08 01  704  LINEAR
	2000 PN	0.243	1.797	0.01907	22.5	20000715	35.9	37.7	128.8	22.8	0.762	1.02	(  2d)	MPO  3960	2000 PN	2000 08 01  704  LINEAR
	2000 OH	0.993	3.862	0.02384	17.4	20131104	191.9	355.1	283.8	18.7	0.591	2.427	4	MPO190271	2000 OH	2000 07 21  704  LINEAR
	2000 LF3	0.881	4.287	0.02073	21.6	20131104	72	222.7	83.1	14.9	0.659	2.584	( 12d)	MPO 41656	2000 LF3	2000 06 04  699  LONEOS
